"(0.009490557273039046, 0.07039529140776768, 0.656193797988634, 0.5389788083060426)",1.0
"(0.7786422509930006, 0.5326517726939487, 0.45616927688998765, 0.07361018359673724)",1.0
"(0.5740133335287264, 1.0529953029287784, 1.0765424174784641, 0.29330951749338824)",1.0
"(0.6889689606930016, 0.7831447742509515, 0.7261921006768206, 0.4599524557762814)",1.0
"(0.7200885908711918, 0.8957151416038865, 0.42969754655153536, 0.04615840837330565)",1.0
"(0.698508629616057, 0.478822166785395, 0.4886083700651689, 0.4889114138781646)",1.0
"(0.18508548975856198, 0.25808516912859125, 0.3723444550316145, 0.26379288560572867)",1.0
"(0.5680961394468356, 0.25460088824004456, 0.5093811364941597, 0.9340264493851144)",1.0
"(0.6306744059253904, 0.7226549298012018, 0.5833095434665106, 0.43880005008621725)",1.0
"(0.09647052825131797, 0.973031089780913, 0.8962249764906476, 0.9744180625893721)",1.0
"(0.4535751, 0.08, 0.48750000000000004, 0.37142857142857144)",0.0
"(0.4535751, 0.0063999999999999994, 0.07921875, -0.11673469387755102)",0.0
"(0.97299383, 0.16, 0.21666666666666667, 0.0)",0.5
"(0.99984997, 0.08, 0.1625, 0.0)",1.0
"(0.4535751, 0.0005119999999999999, 0.012873046875, -0.20739358600583094)",0.0
"(0.97299383, 0.012799999999999999, 0.035208333333333335, -0.18571428571428572)",0.5
"(0.99984997, 0.0063999999999999994, 0.026406250000000003, -0.18571428571428572)",1.0
"(0.4535751, 4.0959999999999994e-05, 0.0020918701171875, -0.2242302374010829)",0.0
"(0.97299383, 0.0010239999999999997, 0.005721354166666667, -0.22020408163265306)",1.0
"(0.99984997, 0.0005119999999999999, 0.004291015625000001, -0.22020408163265306)",1.0
"(0.4535751, 3.2767999999999993e-06, 0.0003399288940429688, -0.22735704408877255)",0.0
"(0.97299383, 8.191999999999999e-05, 0.0009297200520833334, -0.22660932944606416)",0.5
"(0.99984997, 4.0959999999999994e-05, 0.0006972900390625002, -0.22660932944606416)",1.0
"(0.4535751, 2.6214399999999994e-07, 5.523844528198243e-05, -0.22793773675934348)",0.0
"(0.97299383, 6.5535999999999985e-06, 0.00015107950846354168, -0.22779887546855476)",0.5
"(0.99984997, 3.2767999999999993e-06, 0.00011330963134765629, -0.22779887546855476)",1.0
"(0.4535751, 2.0971519999999997e-08, 8.976247358322146e-06, -0.22804557968387812)",0.0
"(0.97299383, 5.242879999999999e-07, 2.4550420125325524e-05, -0.22801979115844587)",0.5
"(0.99984997, 2.6214399999999994e-07, 1.8412815093994147e-05, -0.22801979115844587)",1.0
"(0.4535751, 1.6777215999999996e-09, 1.4586401957273488e-06, -0.22806560765557737)",0.0
"(0.97299383, 4.1943039999999993e-08, 3.989443270365398e-06, -0.2280608183579971)",0.5
"(0.99984997, 2.0971519999999997e-08, 2.992082452774049e-06, -0.2280608183579971)",1.0
"(0.4535751, 1.3421772799999996e-10, 2.370290318056942e-07, -0.22806932713603578)",0.0
"(0.97299383, 3.355443199999999e-09, 6.482845314343772e-07, -0.2280684376950566)",0.5
"(0.99984997, 1.6777215999999996e-09, 4.86213398575783e-07, -0.2280684376950566)",0.5
"(0.03674187, 0.08, 1.0833333333333335, 1.1761904761904762)",0.0
"(0.4535751, 1.0737418239999996e-11, 3.851721766842531e-08, -0.22807001789669235)",0.0
"(0.97299383, 2.684354559999999e-10, 1.0534623635808631e-07, -0.2280698527147962)",0.5
"(0.99984997, 1.3421772799999996e-10, 7.900967726856475e-08, -0.2280698527147962)",1.0
"(0.03674187, 0.0063999999999999994, 0.1760416666666667, 0.032721088435374156)",0.0
"(0.4535751, 0.0, 0.48750000000000004, 0.37142857142857144)",0.5
"(0.4535751, 0.0, 0.07921875, -0.11673469387755102)",0.5
"(0.4535751, 0.0, 0.012873046875, -0.20739358600583094)",0.5
"(0.4535751, 0.0, 0.0020918701171875, -0.2242302374010829)",0.5
"(0.97299383, 0.08, 0.325, 0.0)",1.0
"(0.4535751, 0.0, 0.0003399288940429688, -0.22735704408877255)",0.5
"(0.97299383, 0.0063999999999999994, 0.052812500000000005, -0.18571428571428572)",1.0
"(0.4535751, 0.24, 0.65, 0.4642857142857143)",1.0
"(0.9879401, 0.08, 0.1625, 0.09285714285714286)",1.0
"(0.97299383, 0.0005119999999999999, 0.008582031250000002, -0.22020408163265306)",1.0
"(0.4535751, 0.0192, 0.10562500000000001, -0.09948979591836735)",1.0
