"(0.2293410476924863, 0.4021590885240741, 0.9541753013827317, 0.5609346724648764)",1.0
"(0.04403499725577558, 0.8595812205474578, 0.6892684143493741, 0.5002694316973554)",1.0
"(0.4661822527929404, 0.34510849162160356, 0.8575360619924726, 0.11368659527688729)",1.0
"(0.7151115472339594, 0.5254044779136902, 0.5378891067789402, 1.069058122087588)",1.0
"(0.05371777104919728, 0.0003812696282277095, 0.8947730840040092, 0.9869931399651544)",1.0
"(0.6710179727188608, 0.8870531726651235, 0.4002095366805939, 0.12393467715783035)",1.0
"(0.8420618417092782, 0.6310839431399291, 0.7309214260346822, 0.21400084220122484)",1.0
"(0.6203254662164616, 0.8086429985987283, 0.5128488507835245, 0.2267298784878471)",1.0
"(0.8800844843992398, 0.9168744191988089, 0.8335327521959495, 0.3252980910314033)",1.0
"(0.9907112261429009, 0.9431110901753976, 0.3900688538296403, 0.9798766217941196)",1.0
"(0.4535751, 0.16, 0.0, 0.37142857142857144)",0.0
"(0.4535751, 0.08, 0.48750000000000004, 0.37142857142857144)",0.5
"(0.4535751, 0.012799999999999999, 0.0, -0.11673469387755102)",0.0
"(0.4535751, 0.0063999999999999994, 0.07921875, -0.11673469387755102)",0.5
"(0.4535751, 0.0010239999999999997, 0.0, -0.20739358600583094)",0.0
"(0.4535751, 0.0005119999999999999, 0.012873046875, -0.20739358600583094)",0.5
"(0.4535751, 8.191999999999999e-05, 0.0, -0.2242302374010829)",0.0
"(0.4535751, 4.0959999999999994e-05, 0.0020918701171875, -0.2242302374010829)",1.0
"(0.4535751, 6.5535999999999985e-06, 0.0, -0.22735704408877255)",0.0
"(0.4535751, 3.2767999999999993e-06, 0.0003399288940429688, -0.22735704408877255)",1.0
"(0.4535751, 5.242879999999999e-07, 0.0, -0.22793773675934348)",0.0
"(0.4535751, 2.6214399999999994e-07, 5.523844528198243e-05, -0.22793773675934348)",1.0
"(0.4535751, 4.1943039999999993e-08, 0.0, -0.22804557968387812)",0.0
"(0.4535751, 2.0971519999999997e-08, 8.976247358322146e-06, -0.22804557968387812)",0.5
"(0.4535751, 3.355443199999999e-09, 0.0, -0.22806560765557737)",0.0
"(0.4535751, 1.6777215999999996e-09, 1.4586401957273488e-06, -0.22806560765557737)",0.5
"(0.4535751, 2.684354559999999e-10, 0.0, -0.22806932713603578)",0.0
"(0.4535751, 1.3421772799999996e-10, 2.370290318056942e-07, -0.22806932713603578)",0.5
"(7.095e-05, 0.08, 0.65, 0.49523809523809526)",0.0
"(0.4535751, 2.1474836479999992e-11, 0.0, -0.22807001789669235)",0.0
"(0.4535751, 1.0737418239999996e-11, 3.851721766842531e-08, -0.22807001789669235)",0.5
"(0.67345564, 0.08, 0.8125, 0.5571428571428572)",0.0
"(0.4535751, 1.7179869183999993e-12, 0.0, -0.2280701461808143)",0.0
"(0.4535751, 8.589934591999996e-13, 6.259047871119113e-09, -0.2280701461808143)",0.5
"(0.67345564, 0.0063999999999999994, 0.13203125000000002, -0.08224489795918367)",0.0
"(0.4535751, 1.3743895347199994e-13, 0.0, -0.22807017000500837)",0.0
"(0.4535751, 6.871947673599997e-14, 1.017095279056856e-09, -0.22807017000500837)",0.5
"(0.67345564, 0.0005119999999999999, 0.021455078125000002, -0.20098833819241985)",0.0
"(0.4535751, 1.0995116277759996e-14, 0.0, -0.22807017442950153)",0.0
"(0.4535751, 5.497558138879998e-15, 1.652779828467391e-10, -0.22807017442950153)",0.5
"(0.67345564, 4.0959999999999994e-05, 0.0034864501953125004, -0.22304069137859228)",0.0
"(0.4535751, 8.796093022207996e-16, 0.0, -0.22807017525119316)",0.0
"(0.4535751, 4.398046511103998e-16, 2.6857672212595103e-11, -0.22807017525119316)",0.5
"(0.67345564, 3.2767999999999993e-06, 0.0005665481567382814, -0.22713612839888145)",0.0
"(0.4535751, 7.036874417766397e-17, 0.0, -0.22807017540379304)",0.0
"(0.4535751, 3.5184372088831984e-17, 4.364371734546704e-12, -0.22807017540379304)",0.5
"(0.67345564, 2.6214399999999994e-07, 9.206407546997073e-05, -0.2278967095597923)",0.0
"(0.4535751, 5.629499534213117e-18, 0.0, -0.228070175432133)",0.0
"(0.4535751, 2.8147497671065586e-18, 7.092104068638394e-13, -0.228070175432133)",0.5
"(0.67345564, 2.0971519999999997e-08, 1.4960412263870244e-05, -0.22803796034681859)",0.0
"(0.4535751, 4.503599627370494e-19, 0.0, -0.22807017543739613)",0.0
"(0.4535751, 2.251799813685247e-19, 1.152466911153739e-13, -0.22807017543739613)",0.5
"(0.67345564, 1.6777215999999996e-09, 2.431066992878915e-06, -0.22806419263583774)",0.0
"(0.4535751, 3.602879701896395e-20, 0.0, -0.22807017543837357)",0.0
"(0.4535751, 1.8014398509481974e-20, 1.872758730624826e-14, -0.22807017543837357)",0.5
"(0.67345564, 1.3421772799999996e-10, 3.9504838634282367e-07, -0.22806906434665558)",0.0
"(0.4535751, 2.882303761517116e-21, 0.0, -0.2280701754385551)",0.0
"(0.4535751, 1.441151880758558e-21, 3.043232937265342e-15, -0.2280701754385551)",1.0
"(0.67345564, 1.0737418239999996e-11, 6.419536278070885e-08, -0.22806996909295033)",0.0
"(0.4535751, 2.3058430092136924e-22, 0.0, -0.2280701754385888)",0.0
"(0.4535751, 1.1529215046068462e-22, 4.945253523056181e-16, -0.2280701754385888)",1.0
"(0.67345564, 8.589934591999996e-13, 1.043174645186519e-08, -0.2280701371172622)",0.0
"(0.4535751, 1.8446744073709538e-23, 0.0, -0.2280701754385951)",0.0
"(0.4535751, 9.223372036854769e-24, 8.036036974966294e-17, -0.2280701754385951)",1.0
"(0.67345564, 6.871947673599997e-14, 1.6951587984280934e-09, -0.22807016832177726)",0.0
"(0.4535751, 1.475739525896763e-24, 0.0, -0.22807017543859623)",0.0
"(0.4535751, 7.378697629483815e-25, 1.3058560084320228e-17, -0.22807017543859623)",1.0
"(0.67345564, 5.497558138879998e-15, 2.7546330474456517e-10, -0.2280701741169015)",0.0
"(0.4535751, 1.1805916207174102e-25, 0.0, -0.22807017543859645)",0.0
"(0.4535751, 5.902958103587051e-26, 2.1220160137020373e-18, -0.22807017543859645)",1.0
"(0.67345564, 4.398046511103998e-16, 4.476278702099184e-11, -0.22807017519313888)",0.0
"(0.4535751, 9.444732965739282e-27, 0.0, -0.22807017543859653)",0.0
"(0.4535751, 4.722366482869641e-27, 3.4482760222658107e-19, -0.22807017543859653)",1.0
"(0.67345564, 3.5184372088831984e-17, 7.273952890911175e-12, -0.2280701753930115)",0.0
"(0.4535751, 7.555786372591425e-28, 0.0, -0.22807017543859653)",0.0
"(0.4535751, 3.7778931862957126e-28, 5.603448536181943e-20, -0.22807017543859653)",1.0
"(0.67345564, 2.8147497671065586e-18, 1.1820173447730658e-12, -0.2280701754301307)",0.0
"(0.4535751, 6.04462909807314e-29, 0.0, -0.22807017543859653)",0.0
"(0.4535751, 3.02231454903657e-29, 9.105603871295658e-21, -0.22807017543859653)",1.0
"(0.67345564, 2.251799813685247e-19, 1.920778185256232e-13, -0.22807017543702426)",0.0
"(0.4535751, 0.24, 0.5958333333333333, 0.4642857142857143)",0.0
"(0.4535751, 0.0192, 0.09682291666666668, -0.09948979591836735)",0.0
"(0.4535751, 0.0015359999999999998, 0.015733723958333334, -0.20419096209912538)",0.0
"(0.4535751, 0.00012287999999999996, 0.002556730143229167, -0.22363546438983756)",0.0
"(0.4535751, 9.830399999999997e-06, 0.00041546864827473966, -0.22724658624382696)",0.0
"(0.4535751, 7.864319999999997e-07, 6.75136553446452e-05, -0.22791722315956786)",0.0
"(4.73e-06, 0.08, 0.89375, 1.3)",0.0
"(0.4535751, 6.291455999999997e-08, 1.0970968993504845e-05, -0.22804177001534834)",0.0
"(4.73e-06, 0.0063999999999999994, 0.145234375, 0.05571428571428572)",0.0
"(0.4535751, 5.033164799999997e-09, 1.7827824614445374e-06, -0.22806490014570754)",0.0
"(4.73e-06, 0.0005119999999999999, 0.0236005859375, -0.17536734693877554)",0.0
"(0.4535751, 4.0265318399999977e-10, 2.8970214998473734e-07, -0.22806919574134568)",0.0
"(4.73e-06, 4.0959999999999994e-05, 0.0038350952148437506, -0.21828250728862975)",0.0
"(0.4535751, 3.221225471999998e-11, 4.7076599372519816e-08, -0.22806999349482135)",0.0
"(4.73e-06, 3.2767999999999993e-06, 0.0006232029724121095, -0.22625246563931695)",0.0
